timestamp,mac,ap_mac,rssi,channel,phy_type,vendor,ssid
1777689477,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-38,36,802.11ax,Google,HomeWiFi
1777687849,37:bc:79:6f:8c:d3,AC-40RT:AP2,-59,11,802.11n,Google,CMCC-EDU
1777689771,0d:db:8b:c6:a6:e2,AC-40RT:AP1,-62,48,802.11ax,Apple,CampusNet
1777689226,b7:22:7b:15:70:2d,AC-40RT:AP1,-72,36,802.11ax,Google,Starbucks
1777687962,a4:3c:ad:42:29:57,AC-40RT:AP1,-50,1,802.11ac,OnePlus,Office5G
1777687874,f3:92:64:cd:c4:47,AC-40RT:AP1,-76,48,802.11ac,OnePlus,Office5G
1777687973,60:83:a8:18:b0:91,AC-40RT:AP1,-67,36,802.11n,Xiaomi,CampusNet
1777689570,5f:a5:19:17:e7:dc,AC-40RT:AP1,-66,1,802.11ax,OnePlus,CampusNet
1777686956,6b:b3:60:c0:90:9e,AC-40RT:AP1,-48,40,802.11ac,Unknown,CMCC-EDU
1777688584,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-63,48,802.11ac,OnePlus,Starbucks
1777686901,0d:db:8b:c6:a6:e2,AC-40RT:AP1,-37,6,802.11ax,Google,
1777686920,0d:48:99:d9:0c:06,AC-40RT:AP1,-79,1,802.11ac,Unknown,CMCC-EDU
1777688925,9e:5b:a6:c7:03:54,AC-40RT:AP3,-68,48,802.11n,OnePlus,Starbucks
1777690059,2c:f4:0a:79:c3:52,AC-40RT:AP1,-49,6,802.11ax,Samsung,
1777689330,ac:79:09:59:57:89,AC-40RT:AP5,-70,40,802.11ac,OnePlus,Starbucks
1777689923,41:f7:af:3c:6d:f8,AC-40RT:AP1,-40,44,802.11n,Google,CMCC-EDU
1777689199,15:da:68:89:6e:e5,AC-40RT:AP2,-80,1,802.11ac,Samsung,CampusNet
1777686745,2c:f4:0a:79:c3:52,AC-40RT:AP1,-72,1,802.11ax,Google,
1777686617,d1:a7:1f:50:48:83,AC-40RT:AP2,-64,1,802.11n,Huawei,Starbucks
1777687921,10:52:49:19:be:f7,AC-40RT:AP1,-74,40,802.11ax,Huawei,CampusNet
1777688621,c3:93:46:eb:64:c7,AC-40RT:AP2,-58,48,802.11ac,Unknown,CMCC-EDU
1777687930,c4:03:9e:34:75:ea,AC-40RT:AP3,-53,48,802.11ac,OnePlus,
1777687608,44:e2:2e:8c:17:44,AC-40RT:AP1,-79,48,802.11n,Xiaomi,Starbucks
1777689982,6c:82:7a:3b:34:fc,AC-40RT:AP2,-40,11,802.11ac,Huawei,
1777689334,cf:9e:7a:23:cf:a2,AC-40RT:AP1,-73,11,802.11ac,Samsung,CMCC-EDU
1777688882,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-68,6,802.11ac,Huawei,CMCC-EDU
1777687937,b0:d3:0e:30:a3:f4,AC-40RT:AP3,-48,11,802.11n,Xiaomi,Office5G
1777689042,13:ce:80:ad:c0:87,AC-40RT:AP1,-46,11,802.11ax,Unknown,
1777688641,6d:3e:92:52:b2:bc,AC-40RT:AP1,-30,36,802.11n,OnePlus,CMCC-EDU
1777689474,cf:9e:7a:23:cf:a2,AC-40RT:AP1,-39,1,802.11ax,Unknown,
1777690023,ac:79:09:59:57:89,AC-40RT:AP5,-66,36,802.11n,Huawei,CampusNet
1777689966,d8:b3:d1:5d:04:41,AC-40RT:AP1,-54,44,802.11n,Unknown,Office5G
1777688359,d0:4d:e0:1d:5c:78,AC-40RT:AP1,-74,40,802.11ax,Huawei,CMCC-EDU
1777689850,8e:a4:92:d7:30:8e,AC-40RT:AP1,-68,48,802.11ac,OnePlus,Office5G
1777686953,0d:48:99:d9:0c:06,AC-40RT:AP1,-30,6,802.11ac,Apple,CampusNet
1777688052,fc:52:93:32:b3:68,AC-40RT:AP1,-36,40,802.11ac,Huawei,CMCC-EDU
1777689498,96:a5:b6:93:78:dc,AC-40RT:AP1,-67,1,802.11n,Samsung,HomeWiFi
1777689268,56:31:b2:f0:ee:6b,AC-40RT:AP1,-66,44,802.11ac,Google,Office5G
1777686924,b0:d3:0e:30:a3:f4,AC-40RT:AP3,-83,40,802.11ac,OnePlus,
1777687210,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-62,40,802.11n,OnePlus,CMCC-EDU
1777690002,15:49:b2:4d:3d:53,AC-40RT:AP4,-65,40,802.11ax,Google,Office5G
1777686955,d0:4d:e0:1d:5c:78,AC-40RT:AP1,-34,48,802.11n,Xiaomi,CampusNet
1777687238,03:7f:ae:b4:cb:a0,AC-40RT:AP2,-47,6,802.11ax,Xiaomi,
1777687905,9e:5b:a6:c7:03:54,AC-40RT:AP3,-54,48,802.11ax,Huawei,CMCC-EDU
1777687762,60:83:a8:18:b0:91,AC-40RT:AP1,-35,40,802.11n,Apple,Starbucks
1777687152,d1:a7:1f:50:48:83,AC-40RT:AP2,-42,44,802.11n,OnePlus,HomeWiFi
1777689496,6d:3e:92:52:b2:bc,AC-40RT:AP1,-50,48,802.11ac,Apple,HomeWiFi
1777689680,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-36,11,802.11ac,Xiaomi,CampusNet
1777686842,75:40:f5:01:d1:44,AC-40RT:AP3,-74,11,802.11n,Google,CampusNet
1777689701,f4:a4:01:b7:71:2c,AC-40RT:AP5,-81,36,802.11ac,Samsung,CampusNet
1777687568,ce:cb:8c:83:d8:bf,AC-40RT:AP4,-64,48,802.11n,Samsung,Starbucks
1777688230,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-32,40,802.11n,Samsung,CMCC-EDU
1777689314,60:83:a8:18:b0:91,AC-40RT:AP1,-30,6,802.11ax,Google,Starbucks
1777687024,5f:a5:19:17:e7:dc,AC-40RT:AP1,-72,1,802.11ax,Samsung,HomeWiFi
1777688127,f3:92:64:cd:c4:47,AC-40RT:AP1,-30,48,802.11ax,OnePlus,
1777687738,1c:69:78:53:f6:1e,AC-40RT:AP1,-42,40,802.11ax,Apple,CMCC-EDU
1777687752,f1:2a:03:3a:36:cd,AC-40RT:AP4,-76,1,802.11ac,Huawei,CMCC-EDU
1777689928,5f:a5:19:17:e7:dc,AC-40RT:AP1,-48,40,802.11n,Google,
1777687015,36:10:c3:4c:2a:f8,AC-40RT:AP2,-34,6,802.11n,Google,CampusNet
1777687278,59:6e:44:4d:11:cb,AC-40RT:AP2,-69,6,802.11ax,OnePlus,Office5G
1777688949,59:6e:44:4d:11:cb,AC-40RT:AP2,-57,6,802.11ac,Xiaomi,Starbucks
1777689863,81:ed:0e:f9:8c:d6,AC-40RT:AP1,-61,40,802.11n,Huawei,
1777688959,24:e5:a2:39:96:67,AC-40RT:AP3,-64,6,802.11ax,Apple,HomeWiFi
1777689007,ca:6e:f8:c3:57:2b,AC-40RT:AP3,-67,6,802.11n,Xiaomi,CMCC-EDU
1777686928,b7:22:7b:15:70:2d,AC-40RT:AP1,-62,40,802.11ax,OnePlus,CMCC-EDU
1777687878,e4:c2:73:0a:4e:30,AC-40RT:AP1,-58,36,802.11ac,Google,Starbucks
1777686583,6c:82:7a:3b:34:fc,AC-40RT:AP2,-79,44,802.11ax,Samsung,HomeWiFi
1777689783,16:9f:95:8b:e5:55,AC-40RT:AP1,-71,1,802.11ax,Xiaomi,CMCC-EDU
1777689788,36:10:c3:4c:2a:f8,AC-40RT:AP2,-65,1,802.11ax,Apple,HomeWiFi
1777687983,f1:de:52:cb:50:9c,AC-40RT:AP1,-69,48,802.11ac,Huawei,Office5G
1777688738,13:ce:80:ad:c0:87,AC-40RT:AP1,-65,11,802.11n,Xiaomi,CampusNet
1777686866,7b:ef:a9:07:d8:53,AC-40RT:AP4,-82,6,802.11ac,Xiaomi,HomeWiFi
1777688175,8e:a4:92:d7:30:8e,AC-40RT:AP1,-64,36,802.11n,Apple,Office5G
1777688232,4a:ba:23:e8:11:63,AC-40RT:AP5,-81,40,802.11ax,Xiaomi,Starbucks
1777687611,c9:ce:7b:bb:fa:fb,AC-40RT:AP1,-76,6,802.11ax,Huawei,CampusNet
1777689735,13:ce:80:ad:c0:87,AC-40RT:AP1,-48,36,802.11ax,Unknown,CMCC-EDU
1777689027,fc:03:b4:7e:0c:d5,AC-40RT:AP4,-39,6,802.11ax,Google,
1777688731,a4:3c:ad:42:29:57,AC-40RT:AP1,-73,1,802.11ac,Unknown,CampusNet
1777689980,31:f8:2d:c7:cf:2f,AC-40RT:AP1,-80,44,802.11ac,Google,
1777687602,c4:03:9e:34:75:ea,AC-40RT:AP3,-38,1,802.11ac,Samsung,
1777686615,85:96:8b:18:c3:c5,AC-40RT:AP2,-37,36,802.11ax,Huawei,Office5G
1777689754,96:a5:b6:93:78:dc,AC-40RT:AP1,-41,48,802.11n,Google,Office5G
1777687726,99:43:cf:64:58:31,AC-40RT:AP1,-73,36,802.11n,Google,Starbucks
1777687986,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-32,1,802.11n,Google,
1777688366,a9:46:d3:9d:8f:65,AC-40RT:AP2,-44,6,802.11ac,Apple,
1777689584,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-79,11,802.11ax,OnePlus,CMCC-EDU
1777687082,75:40:f5:01:d1:44,AC-40RT:AP3,-80,44,802.11n,Apple,
1777687379,7b:ef:a9:07:d8:53,AC-40RT:AP4,-82,40,802.11ax,Huawei,
1777686772,5e:ed:30:e2:2a:85,AC-40RT:AP3,-79,1,802.11n,Google,Office5G
1777686883,42:69:c7:fa:3f:91,AC-40RT:AP2,-30,6,802.11ax,OnePlus,CampusNet
1777689990,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-35,1,802.11ax,Huawei,HomeWiFi
1777686799,c4:03:9e:34:75:ea,AC-40RT:AP3,-69,40,802.11ax,Unknown,CMCC-EDU
1777689280,81:ed:0e:f9:8c:d6,AC-40RT:AP1,-43,36,802.11n,Xiaomi,CMCC-EDU
1777687205,3f:ad:b8:28:a7:94,AC-40RT:AP1,-83,40,802.11ax,Google,CMCC-EDU
1777686682,15:49:b2:4d:3d:53,AC-40RT:AP4,-62,6,802.11ac,Xiaomi,CampusNet
1777690081,0b:f6:60:46:1b:b3,AC-40RT:AP4,-38,36,802.11ac,OnePlus,HomeWiFi
1777687458,1c:0c:80:21:d3:08,AC-40RT:AP1,-62,11,802.11ac,Xiaomi,HomeWiFi
1777689974,aa:25:fb:86:f6:89,AC-40RT:AP2,-79,6,802.11ax,Samsung,HomeWiFi
1777686866,2c:f4:0a:79:c3:52,AC-40RT:AP1,-77,44,802.11n,Apple,Starbucks
1777687747,cb:63:9c:09:a4:45,AC-40RT:AP1,-67,6,802.11ac,Xiaomi,Office5G
1777687803,19:c2:6f:7f:69:8c,AC-40RT:AP1,-41,48,802.11ax,OnePlus,HomeWiFi
1777688294,49:22:8d:73:15:9e,AC-40RT:AP4,-30,36,802.11n,Google,
1777687958,b5:21:cc:44:18:19,AC-40RT:AP3,-39,40,802.11n,Google,CampusNet
1777688117,44:bc:64:c6:04:58,AC-40RT:AP3,-77,44,802.11ax,Xiaomi,CampusNet
1777688534,4a:ba:23:e8:11:63,AC-40RT:AP5,-74,48,802.11ax,OnePlus,CMCC-EDU
1777689005,b6:2d:7f:e4:3a:c8,AC-40RT:AP2,-71,11,802.11ax,Google,CampusNet
1777689683,52:6e:f9:9b:f7:e3,AC-40RT:AP1,-85,40,802.11n,OnePlus,Starbucks
1777687343,d1:a7:1f:50:48:83,AC-40RT:AP2,-50,40,802.11ax,Huawei,
1777688533,3f:f7:86:2a:85:ab,AC-40RT:AP1,-82,6,802.11ac,Samsung,CMCC-EDU
1777689390,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-70,44,802.11ac,Huawei,Office5G
1777688187,99:43:cf:64:58:31,AC-40RT:AP1,-61,11,802.11ac,Xiaomi,
1777687265,0d:db:8b:c6:a6:e2,AC-40RT:AP1,-70,6,802.11ac,Apple,
1777687507,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-40,1,802.11ac,Apple,Starbucks
1777689724,ce:cb:8c:83:d8:bf,AC-40RT:AP4,-59,6,802.11ax,Samsung,Starbucks
1777688804,c4:03:9e:34:75:ea,AC-40RT:AP3,-30,6,802.11ac,Apple,Starbucks
1777688281,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-79,11,802.11ac,Google,Office5G
1777687412,ac:79:09:59:57:89,AC-40RT:AP5,-69,1,802.11ac,Google,Starbucks
1777687691,42:69:c7:fa:3f:91,AC-40RT:AP2,-61,48,802.11ac,Samsung,
1777689673,44:69:b7:c6:72:c2,AC-40RT:AP3,-67,36,802.11n,Apple,Starbucks
1777688649,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-43,11,802.11ac,OnePlus,HomeWiFi
1777688570,a4:3c:ad:42:29:57,AC-40RT:AP1,-73,44,802.11ax,Huawei,CampusNet
1777686573,ca:6e:f8:c3:57:2b,AC-40RT:AP3,-42,48,802.11ac,Huawei,
1777687714,5e:ed:30:e2:2a:85,AC-40RT:AP3,-61,36,802.11ax,Samsung,
1777689074,c9:ce:7b:bb:fa:fb,AC-40RT:AP1,-76,44,802.11ac,Samsung,Starbucks
1777689183,6d:58:b0:ef:2f:38,AC-40RT:AP2,-84,40,802.11ac,Xiaomi,HomeWiFi
1777687476,c9:ce:7b:bb:fa:fb,AC-40RT:AP1,-33,40,802.11ax,Xiaomi,
1777688746,10:52:49:19:be:f7,AC-40RT:AP1,-77,11,802.11ax,Huawei,HomeWiFi
1777686736,44:e2:2e:8c:17:44,AC-40RT:AP1,-84,40,802.11ac,Samsung,Starbucks
1777687329,b6:2d:7f:e4:3a:c8,AC-40RT:AP2,-72,11,802.11ac,Apple,Starbucks
1777687110,3b:6a:4b:d5:5a:cb,AC-40RT:AP1,-65,48,802.11n,OnePlus,Starbucks
1777686896,19:c2:6f:7f:69:8c,AC-40RT:AP1,-72,6,802.11ac,Xiaomi,Office5G
1777686750,c3:93:46:eb:64:c7,AC-40RT:AP2,-71,48,802.11ax,Xiaomi,HomeWiFi
1777689089,fb:f5:f2:c0:ba:b0,AC-40RT:AP2,-62,36,802.11ax,Xiaomi,Starbucks
1777689666,5e:ed:30:e2:2a:85,AC-40RT:AP3,-55,36,802.11n,Xiaomi,CMCC-EDU
1777686963,ce:cb:8c:83:d8:bf,AC-40RT:AP4,-64,40,802.11n,Unknown,Starbucks
1777689121,6d:3e:92:52:b2:bc,AC-40RT:AP1,-61,40,802.11n,Huawei,CMCC-EDU
1777687250,8e:a4:92:d7:30:8e,AC-40RT:AP1,-30,48,802.11ac,OnePlus,Office5G
1777686629,d1:a7:1f:50:48:83,AC-40RT:AP2,-78,44,802.11ac,Samsung,CampusNet
1777688173,c3:93:46:eb:64:c7,AC-40RT:AP2,-60,11,802.11ax,Samsung,Office5G
1777688290,10:52:49:19:be:f7,AC-40RT:AP1,-84,36,802.11n,Samsung,HomeWiFi
1777687309,32:a4:23:ac:85:5c,AC-40RT:AP3,-30,6,802.11n,Apple,
1777688344,b0:d3:0e:30:a3:f4,AC-40RT:AP3,-77,11,802.11n,Google,
1777690023,75:40:f5:01:d1:44,AC-40RT:AP3,-31,44,802.11n,Samsung,Office5G
1777689847,00:d6:34:15:3a:82,AC-40RT:AP1,-36,48,802.11n,Unknown,Starbucks
1777688956,85:96:8b:18:c3:c5,AC-40RT:AP2,-57,11,802.11ax,Google,CMCC-EDU
1777688071,6d:3e:92:52:b2:bc,AC-40RT:AP1,-77,6,802.11ax,Unknown,Starbucks
1777689675,24:e5:a2:39:96:67,AC-40RT:AP3,-31,11,802.11ax,Google,Starbucks
1777688377,c4:03:9e:34:75:ea,AC-40RT:AP3,-58,6,802.11ax,Unknown,Starbucks
1777687777,6b:b3:60:c0:90:9e,AC-40RT:AP1,-68,40,802.11n,Samsung,CampusNet
1777687531,99:43:cf:64:58:31,AC-40RT:AP1,-44,44,802.11n,Unknown,Office5G
1777686540,1c:0c:80:21:d3:08,AC-40RT:AP1,-46,44,802.11n,OnePlus,CampusNet
1777687992,f3:92:64:cd:c4:47,AC-40RT:AP1,-35,44,802.11ax,Google,Office5G
1777688466,6d:58:b0:ef:2f:38,AC-40RT:AP2,-57,44,802.11ac,Samsung,Office5G
1777690043,2c:f4:0a:79:c3:52,AC-40RT:AP1,-30,1,802.11ac,Samsung,CMCC-EDU
1777689203,ff:42:f4:16:dd:c6,AC-40RT:AP2,-76,11,802.11ac,Xiaomi,
1777688900,43:24:ca:e7:6f:11,AC-40RT:AP1,-43,36,802.11n,Huawei,
1777686880,ca:6e:f8:c3:57:2b,AC-40RT:AP3,-53,11,802.11ac,Xiaomi,
1777686575,b5:30:8b:36:f8:16,AC-40RT:AP1,-55,1,802.11ac,OnePlus,CMCC-EDU
1777689904,ff:42:f4:16:dd:c6,AC-40RT:AP2,-64,44,802.11ax,Unknown,CMCC-EDU
1777687821,44:d5:f1:0f:77:fa,AC-40RT:AP2,-36,40,802.11ac,Huawei,CampusNet
1777687200,16:9f:95:8b:e5:55,AC-40RT:AP1,-49,36,802.11ac,Xiaomi,Office5G
1777688590,b5:30:8b:36:f8:16,AC-40RT:AP1,-39,44,802.11n,Xiaomi,HomeWiFi
1777689204,ed:5e:70:dc:8e:d8,AC-40RT:AP1,-46,48,802.11n,Huawei,CMCC-EDU
1777686904,aa:25:fb:86:f6:89,AC-40RT:AP2,-61,44,802.11ac,Xiaomi,Office5G
1777689027,1c:69:78:53:f6:1e,AC-40RT:AP1,-63,11,802.11ax,Xiaomi,Office5G
1777687490,24:e5:a2:39:96:67,AC-40RT:AP3,-59,44,802.11ac,Unknown,
1777687100,2d:66:07:7b:2a:09,AC-40RT:AP2,-85,6,802.11ax,Huawei,
1777687600,6d:58:b0:ef:2f:38,AC-40RT:AP2,-50,44,802.11ac,Samsung,CMCC-EDU
1777689136,fc:03:b4:7e:0c:d5,AC-40RT:AP4,-67,1,802.11ax,Xiaomi,HomeWiFi
1777688588,0b:f6:60:46:1b:b3,AC-40RT:AP4,-47,40,802.11n,Unknown,Office5G
1777687995,10:52:49:19:be:f7,AC-40RT:AP1,-74,40,802.11n,Samsung,CMCC-EDU
1777688466,49:22:8d:73:15:9e,AC-40RT:AP4,-72,36,802.11n,Huawei,Office5G
1777687737,fc:52:93:32:b3:68,AC-40RT:AP1,-63,48,802.11ac,OnePlus,Office5G
1777688524,6d:58:b0:ef:2f:38,AC-40RT:AP2,-56,6,802.11n,OnePlus,HomeWiFi
1777688598,aa:25:fb:86:f6:89,AC-40RT:AP2,-34,44,802.11ax,Huawei,Starbucks
1777686824,5e:ed:30:e2:2a:85,AC-40RT:AP3,-62,6,802.11ac,Unknown,
1777689634,2c:f4:0a:79:c3:52,AC-40RT:AP1,-76,44,802.11ac,OnePlus,CMCC-EDU
1777689306,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-69,11,802.11ax,Google,
1777687813,85:96:8b:18:c3:c5,AC-40RT:AP2,-32,44,802.11ac,Samsung,Office5G
1777686698,f0:5a:67:10:62:94,AC-40RT:AP2,-67,44,802.11n,Huawei,HomeWiFi
1777689467,f2:a3:73:4f:e3:55,AC-40RT:AP2,-35,6,802.11ac,Samsung,Starbucks
1777689291,92:40:e5:05:63:4b,AC-40RT:AP1,-52,44,802.11ac,OnePlus,CampusNet
1777687054,2d:66:07:7b:2a:09,AC-40RT:AP2,-42,44,802.11ax,OnePlus,HomeWiFi
1777688787,cb:63:9c:09:a4:45,AC-40RT:AP1,-59,40,802.11n,Google,HomeWiFi
1777686670,3f:f7:86:2a:85:ab,AC-40RT:AP1,-41,36,802.11ac,Huawei,
1777689828,ac:79:09:59:57:89,AC-40RT:AP5,-34,11,802.11ax,OnePlus,
1777687473,ff:42:f4:16:dd:c6,AC-40RT:AP2,-70,11,802.11ac,OnePlus,CampusNet
1777689729,43:24:ca:e7:6f:11,AC-40RT:AP1,-37,6,802.11ac,Unknown,HomeWiFi
1777688170,aa:25:fb:86:f6:89,AC-40RT:AP2,-31,40,802.11ac,Samsung,HomeWiFi
1777689149,cf:9e:7a:23:cf:a2,AC-40RT:AP1,-69,40,802.11n,OnePlus,CampusNet
1777687508,d8:b3:d1:5d:04:41,AC-40RT:AP1,-54,11,802.11ax,Apple,CMCC-EDU
1777688920,c5:4a:d8:94:9a:d4,AC-40RT:AP1,-81,44,802.11ax,OnePlus,CMCC-EDU
1777689986,c4:03:9e:34:75:ea,AC-40RT:AP3,-64,40,802.11ax,Samsung,CMCC-EDU
1777686812,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-83,11,802.11ac,Huawei,
1777690056,10:52:49:19:be:f7,AC-40RT:AP1,-43,6,802.11ax,Samsung,Office5G
1777689809,37:bc:79:6f:8c:d3,AC-40RT:AP2,-73,6,802.11ac,OnePlus,CMCC-EDU
1777688694,1c:0c:80:21:d3:08,AC-40RT:AP1,-37,40,802.11ac,Unknown,HomeWiFi
1777689986,84:b2:53:47:81:b9,AC-40RT:AP1,-64,44,802.11ac,Xiaomi,Office5G
1777689686,a5:be:d9:c4:33:ad,AC-40RT:AP2,-30,36,802.11ax,Unknown,CMCC-EDU
1777686762,10:52:49:19:be:f7,AC-40RT:AP1,-33,6,802.11ax,OnePlus,Starbucks
1777687138,b0:d3:0e:30:a3:f4,AC-40RT:AP3,-70,11,802.11ac,Google,CMCC-EDU
1777688057,13:ce:80:ad:c0:87,AC-40RT:AP1,-67,11,802.11n,Samsung,HomeWiFi
1777687594,5e:ed:30:e2:2a:85,AC-40RT:AP3,-51,1,802.11ac,Apple,CMCC-EDU
1777688546,03:7f:ae:b4:cb:a0,AC-40RT:AP2,-65,36,802.11n,Google,
1777689590,15:49:b2:4d:3d:53,AC-40RT:AP4,-69,48,802.11n,Xiaomi,CampusNet
1777688940,38:2b:2e:a1:8b:f5,AC-40RT:AP2,-46,36,802.11ax,Google,HomeWiFi
1777689371,4a:ba:23:e8:11:63,AC-40RT:AP5,-49,1,802.11ax,Google,
1777689649,32:a4:23:ac:85:5c,AC-40RT:AP3,-77,1,802.11n,Huawei,
1777689138,0c:ca:3e:55:6b:d9,AC-40RT:AP2,-32,48,802.11ac,Samsung,HomeWiFi
1777687146,2d:66:07:7b:2a:09,AC-40RT:AP2,-32,40,802.11n,OnePlus,
1777688609,a5:be:d9:c4:33:ad,AC-40RT:AP2,-42,44,802.11ac,OnePlus,CampusNet
1777686998,b5:21:cc:44:18:19,AC-40RT:AP3,-79,36,802.11ax,Unknown,CMCC-EDU
1777688450,0c:ca:3e:55:6b:d9,AC-40RT:AP2,-82,44,802.11n,OnePlus,CampusNet
1777686718,96:a5:b6:93:78:dc,AC-40RT:AP1,-34,40,802.11ac,Google,Office5G
1777688938,ff:42:f4:16:dd:c6,AC-40RT:AP2,-54,1,802.11n,Apple,Office5G
1777687737,44:e2:2e:8c:17:44,AC-40RT:AP1,-82,48,802.11n,Xiaomi,HomeWiFi
1777687091,24:e5:a2:39:96:67,AC-40RT:AP3,-65,6,802.11n,Xiaomi,
1777687927,cf:9e:7a:23:cf:a2,AC-40RT:AP1,-55,40,802.11ac,Unknown,
1777689937,9e:5b:a6:c7:03:54,AC-40RT:AP3,-31,36,802.11ac,Google,CampusNet
1777687738,d8:b3:d1:5d:04:41,AC-40RT:AP1,-30,40,802.11ax,Huawei,Starbucks
1777688945,f1:2a:03:3a:36:cd,AC-40RT:AP4,-68,6,802.11ac,Huawei,CampusNet
1777689281,13:ce:80:ad:c0:87,AC-40RT:AP1,-55,1,802.11ax,OnePlus,CampusNet
1777687699,59:6e:44:4d:11:cb,AC-40RT:AP2,-31,1,802.11ax,OnePlus,Office5G
1777687043,0d:48:99:d9:0c:06,AC-40RT:AP1,-34,44,802.11ax,Xiaomi,
1777686893,96:a5:b6:93:78:dc,AC-40RT:AP1,-82,36,802.11ac,Unknown,CMCC-EDU
1777687474,6c:82:7a:3b:34:fc,AC-40RT:AP2,-85,36,802.11ax,Xiaomi,Office5G
1777688985,f2:a3:73:4f:e3:55,AC-40RT:AP2,-57,6,802.11ax,Unknown,Starbucks
1777689214,f7:04:4f:3f:f2:b5,AC-40RT:AP2,-83,11,802.11ac,Google,HomeWiFi
1777688163,7d:b0:9e:33:f0:63,AC-40RT:AP1,-35,40,802.11ax,Unknown,
1777687570,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-84,48,802.11ax,Xiaomi,HomeWiFi
1777688767,d8:b3:d1:5d:04:41,AC-40RT:AP1,-78,40,802.11ac,Unknown,CampusNet
1777686979,fc:03:b4:7e:0c:d5,AC-40RT:AP4,-74,6,802.11ax,Huawei,Starbucks
1777689112,57:de:f0:49:ce:e8,AC-40RT:AP3,-79,6,802.11ax,Apple,CampusNet
1777689699,b0:d3:0e:30:a3:f4,AC-40RT:AP3,-64,1,802.11n,OnePlus,Office5G
1777687277,31:39:92:55:f6:7a,AC-40RT:AP3,-70,40,802.11ac,Samsung,CampusNet
1777687472,ca:6e:f8:c3:57:2b,AC-40RT:AP3,-46,1,802.11ac,Google,
1777687632,c3:93:46:eb:64:c7,AC-40RT:AP2,-39,36,802.11ac,Samsung,CampusNet
1777687987,0c:e3:21:d8:8e:4c,AC-40RT:AP2,-46,11,802.11ax,Google,CampusNet
1777687780,2c:f4:0a:79:c3:52,AC-40RT:AP1,-37,36,802.11ac,Samsung,Starbucks
1777686624,8a:0d:76:d6:a2:c6,AC-40RT:AP2,-36,48,802.11ax,OnePlus,CMCC-EDU
1777689324,e4:c2:73:0a:4e:30,AC-40RT:AP1,-52,48,802.11ax,Huawei,CMCC-EDU
1777688782,5f:a5:19:17:e7:dc,AC-40RT:AP1,-42,44,802.11n,Xiaomi,CMCC-EDU
1777687003,19:64:51:bd:d6:6b,AC-40RT:AP1,-52,40,802.11ax,Unknown,Office5G
1777689006,02:2d:75:43:53:7e,AC-40RT:AP3,-76,6,802.11ac,Unknown,Office5G
1777686622,7f:6a:1a:ef:7d:8c,AC-40RT:AP1,-36,6,802.11ax,Huawei,CMCC-EDU
1777688012,f3:92:64:cd:c4:47,AC-40RT:AP1,-63,40,802.11ac,Unknown,CampusNet
1777687909,f7:04:4f:3f:f2:b5,AC-40RT:AP2,-85,11,802.11ac,Xiaomi,CampusNet
1777689127,5f:a5:19:17:e7:dc,AC-40RT:AP1,-34,44,802.11ax,Google,Starbucks
1777688685,2a:71:fb:19:15:cb,AC-40RT:AP2,-58,40,802.11ac,Unknown,CMCC-EDU
1777688446,31:f8:2d:c7:cf:2f,AC-40RT:AP1,-61,1,802.11ac,OnePlus,Starbucks
1777688979,2c:f4:0a:79:c3:52,AC-40RT:AP1,-67,40,802.11n,Apple,CampusNet
1777686672,19:64:51:bd:d6:6b,AC-40RT:AP1,-69,1,802.11n,Samsung,Starbucks
1777689124,13:ce:80:ad:c0:87,AC-40RT:AP1,-62,44,802.11ac,Xiaomi,
1777687767,a6:fc:a2:fb:87:c3,AC-40RT:AP4,-82,36,802.11n,Huawei,
1777689959,b6:2d:7f:e4:3a:c8,AC-40RT:AP2,-48,44,802.11ac,Samsung,
1777688308,41:f7:af:3c:6d:f8,AC-40RT:AP1,-41,44,802.11ac,Unknown,HomeWiFi
1777689291,c3:93:46:eb:64:c7,AC-40RT:AP2,-30,1,802.11ax,Huawei,
1777687979,ac:79:09:59:57:89,AC-40RT:AP5,-63,40,802.11ax,Unknown,CampusNet
1777687694,ce:cb:8c:83:d8:bf,AC-40RT:AP4,-83,44,802.11ax,Huawei,HomeWiFi
1777687902,57:a3:bc:7a:b7:93,AC-40RT:AP2,-60,1,802.11ax,Xiaomi,
1777687402,5a:af:c5:6c:d8:b2,AC-40RT:AP1,-43,40,802.11ac,Huawei,Starbucks
1777689930,43:24:ca:e7:6f:11,AC-40RT:AP1,-75,1,802.11n,Unknown,Office5G
